Filename,Path,Price,Partname,MOD,Mass,PROFILE,kgCO2eq,
restock-fairing-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Payload/1875/restock-fairing-1875-1.cfg,425,restock-fairing-base-1875-1,ReStockPlus,0.15,Fairing,4417.5,
restock-fairing-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Payload/5/restock-fairing-5-1.cfg,1200,restock-fairing-base-5-1,ReStockPlus,0.8,Fairing,23560,
restock-fueltank-0625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-1.cfg,78.58,restock-fuel-tank-0625-1,ReStockPlus,0.09,Tank,187.2,
restock-fueltank-0625-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-2.cfg,39.38,restock-fuel-tank-0625-2,ReStockPlus,0.045,Tank,93.6,
restock-fueltank-0625-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-3.cfg,19.78,restock-fuel-tank-0625-3,ReStockPlus,0.0225,Tank,46.8,
restock-fueltank-0625-4.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fueltank-0625-4.cfg,5.08,restock-fuel-tank-0625-5,ReStockPlus,0.005625,Tank,11.7,
restock-fuel-tank-375-4.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/375/restock-fuel-tank-375-4.cfg,798.8,restock-fuel-tank-375-4,ReStockPlus,1.125,Tank,2340,
restock-fueltank-probe-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fueltank-probe-1.cfg,5.08,restock-fuel-tank-probe-1,ReStockPlus,0.005625,Tank,11.7,
restock-fueltank-probe-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fueltank-probe-2.cfg,3.04,restock-fuel-tank-probe-2,ReStockPlus,0.0028125,Tank,5.85,
restock-fuel-tank-rcs-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fuel-tank-rcs-1875-1.cfg,480,restock-fuel-tank-rcs-1875-1,ReStockPlus,0.25,Tank,520,
restock-fuel-tank-rcs-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/375/restock-fuel-tank-rcs-375-1.cfg,1980,restock-fuel-tank-rcs-375-1,ReStockPlus,0.88,Tank,1830.4,
restock-fuel-tank-rcs-radial-tiny-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/radial/restock-fuel-tank-rcs-radial-tiny-1.cfg,21.6,restock-fuel-tank-rcs-radial-tiny-1,ReStockPlus,0.01,Tank,20.8,
restock-fueltank-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-1.cfg,973.8,restock-fueltank-1875-1,ReStockPlus,1.125,Tank,2340,
restock-fueltank-1875-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-2.cfg,486.9,restock-fueltank-1875-2,ReStockPlus,0.5625,Tank,1170,
restock-fueltank-1875-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-3.cfg,238.04,restock-fueltank-1875-3,ReStockPlus,0.275,Tank,572,
restock-fueltank-1875-4.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-4.cfg,119.02,restock-fueltank-1875-4,ReStockPlus,0.1375,Tank,286,
restock-fueltank-1875-soyuz-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-1875-soyuz-1.cfg,846.8,restock-fueltank-1875-soyuz-1,ReStockPlus,0.75,Tank,1560,
restock-fueltank-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-1.cfg,27699.2,restock-fueltank-5-1,ReStockPlus,32,Tank,66560,
restock-fueltank-5-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-2.cfg,13849.6,restock-fueltank-5-2,ReStockPlus,16,Tank,33280,
restock-fueltank-5-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-3.cfg,6924.8,restock-fueltank-5-3,ReStockPlus,8,Tank,16640,
restock-fueltank-5-4.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/5/restock-fueltank-5-4.cfg,3462.4,restock-fueltank-5-4,ReStockPlus,4,Tank,8320,
restock-fueltank-adapter-1875-0625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-1875-0625-1.cfg,86.56,restock-fueltank-adapter-1875-0625-1,ReStockPlus,0.1,Tank,208,
restock-fueltank-adapter-1875-125-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-1875-125-1.cfg,324.6,restock-fueltank-adapter-1875-125-1,ReStockPlus,0.375,Tank,780,
restock-fueltank-adapter-1875-125-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-1875-125-2.cfg,86.56,restock-fueltank-adapter-1875-125-2,ReStockPlus,0.1,Tank,208,
restock-fueltank-adapter-25-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fueltank-adapter-25-1875-1.cfg,649.2,restock-fueltank-adapter-25-1875-1,ReStockPlus,0.75,Tank,1560,
restock-fueltank-adapter-375-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/5/restock-fueltank-adapter-375-5-1.cfg,3462.4,restock-fueltank-adapter-375-5-1,ReStockPlus,4,Tank,8320,
restock-fueltank-saturn-engine-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/5/restock-fueltank-saturn-engine-1.cfg,3869,restock-fueltank-saturn-engine-1,ReStockPlus,5.625,Tank,11700,
restock-fuel-tank-sphere-0625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/0625/restock-fuel-tank-sphere-0625-1.cfg,14.08,restock-fueltank-sphere-0625-1,ReStockPlus,0.01125,Tank,23.4,
restock-fuel-tank-sphere-125-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/125/restock-fuel-tank-sphere-125-1.cfg,127.54,restock-fueltank-sphere-125-1,ReStockPlus,0.0625,Tank,130,
restock-fuel-tank-sphere-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/1875/restock-fuel-tank-sphere-1875-1.cfg,119.02,restock-fueltank-sphere-1875-1,ReStockPlus,0.1375,Tank,286,
restock-fuel-tank-sphere-25-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/25/restock-fuel-tank-sphere-25-1.cfg,616.4,restock-fueltank-sphere-25-1,ReStockPlus,0.5,Tank,1040,
restock-fuel-tank-sphere-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/375/restock-fuel-tank-sphere-375-1.cfg,1211.9,restock-fueltank-sphere-375-1,ReStockPlus,1.125,Tank,2340,
restock-goocanister-625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Science/restock-goocanister-625-1.cfg,1000,restock-goocanister-625-1,ReStockPlus,0.1,Science Device,2816.489664,
restock-heatshield-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Aero/1875/restock-heatshield-1875-1.cfg,250,restock-heatshield-1875-1,ReStockPlus,0.3,Heatshield,624,
restock-ladder-static-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Utility/radial/restock-ladder-static-2.cfg,200,restock-ladder-static-2,ReStockPlus,0.01,Ladder,20.8,
restock-ladder-static-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Utility/radial/restock-ladder-static-3.cfg,400,restock-ladder-static-3,ReStockPlus,0.02,Ladder,41.6,
restock-leg-1-rigid.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/RestockRigidLegs/Parts/restock-leg-1-rigid.cfg,200,restock-leg-1-rigid,RestockRigidLegs,0.015,Landing Legs,31.2,
restock-leg-2-rigid.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/RestockRigidLegs/Parts/restock-leg-2-rigid.cfg,440,restock-leg-2-rigid,RestockRigidLegs,0.05,Landing Legs,104,
restock-leg-3-rigid.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/RestockRigidLegs/Parts/restock-leg-3-rigid.cfg,340,restock-leg-3-rigid,RestockRigidLegs,0.1,Landing Legs,208,
restock-materialbay-radial-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Science/restock-materialbay-radial-1.cfg,1800,restock-materialbay-radial-1,ReStockPlus,0.2,Science Device,5632.979328,
restock-mk2-pod.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/1875/restock-mk2-pod.cfg,2776,restock-mk2-pod,ReStockPlus,1.56,Pod,22588.63876,
restock-node-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/1875/restock-node-1875-1.cfg,400,restock-node-1875-1,ReStockPlus,0.08,Structural,166.4,
restock-node-625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/625/restock-node-625-1.cfg,75,restock-node-625-1,ReStockPlus,0.015,Structural,31.2,
restock-nosecone-0625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Aero/0625/restock-nosecone-0625-1.cfg,160,restock-nosecone-0625-1,ReStockPlus,0.01,Nosecone,89.225,
restock-nosecone-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Aero/1875/restock-nosecone-1875-1.cfg,480,restock-nosecone-1875-1,ReStockPlus,0.12,Nosecone,1070.7,
restock-nosecone-1875-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Aero/1875/restock-nosecone-1875-2.cfg,480,restock-nosecone-1875-2,ReStockPlus,0.12,Nosecone,1070.7,
restock-nosecone-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/FuelTank/375/restock-nosecone-375-1.cfg,1797.6,restock-nosecone-375-1,ReStockPlus,2.25,Nosecone,20075.625,
restock-nosecone-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Aero/5/restock-nosecone-5-1.cfg,1800,restock-nosecone-5-1,ReStockPlus,0.8,Nosecone,7138,
restock-oretank-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Resource/restock-oretank-1875-1.cfg,1984,restock-oretank-1875-1,ReStockPlus,1.2,Tank,2496,
restock-oretank-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Resource/restock-oretank-375-1.cfg,3930,restock-oretank-375-1,ReStockPlus,4.3,Tank,8944,
restock-pod-sphere-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/125/restock-pod-sphere-1.cfg,590,restock-pod-sphere-1,ReStockPlus,0.75,Pod,10859.92248,
restock-pod-sphere-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/125/restock-pod-sphere-2.cfg,1990,restock-pod-sphere-2,ReStockPlus,1.5,Pod,21719.84496,
restock-pod-sphere-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Command/125/restock-pod-sphere-3.cfg,2990,restock-pod-sphere-3,ReStockPlus,2.25,Pod,32579.76744,
restock-rcs-block-dual-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-dual-1.cfg,30,restock-rcs-block-dual-1,ReStockPlus,0.02,RCS Thruster,41.6,
restock-rcs-block-dual-mini-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-dual-mini-1.cfg,8,restock-rcs-block-dual-mini-1,ReStockPlus,0.005,RCS Thruster,10.4,
restock-rcs-block-multi-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-multi-2.cfg,52,restock-rcs-block-multi-2,ReStockPlus,0.04,RCS Thruster,83.2,
restock-rcs-block-multi-mini-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-multi-mini-2.cfg,30,restock-rcs-block-multi-mini-2,ReStockPlus,0.005,RCS Thruster,10.4,
restock-rcs-block-quad-angled-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-quad-angled-1.cfg,45,restock-rcs-block-quad-angled-1,ReStockPlus,0.04,RCS Thruster,83.2,
restock-rcs-block-quad-angled-mini-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-quad-angled-mini-1.cfg,16,restock-rcs-block-quad-angled-mini-1,ReStockPlus,0.01,RCS Thruster,20.8,
restock-rcs-block-quad-mini-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-quad-mini-1.cfg,16,restock-rcs-block-quad-mini-1,ReStockPlus,0.01,RCS Thruster,20.8,
restock-rcs-block-quint-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-quint-1.cfg,60,restock-rcs-block-quint-1,ReStockPlus,0.05,RCS Thruster,104,
restock-rcs-block-quint-mini-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-quint-mini-1.cfg,20,restock-rcs-block-qunit-mini-1,ReStockPlus,0.0125,RCS Thruster,26,
restock-rcs-block-triple-angled-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-triple-angled-1.cfg,35,restock-rcs-block-triple-angled-1,ReStockPlus,0.03,RCS Thruster,62.4,
restock-rcs-block-triple-angled-mini-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-block-triple-angled-mini-1.cfg,12,restock-rcs-block-triple-angled-mini-1,ReStockPlus,0.0075,RCS Thruster,15.6,
restock-rcs-single-mini-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/RCS/restock-rcs-single-mini-1.cfg,4,restock-rcs-single-mini-1,ReStockPlus,0.0025,RCS Thruster,5.2,
restock-reactionwheel-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/restock-reactionwheel-1875-1.cfg,1825,restock-reactionwheel-1875-1,ReStockPlus,0.15,Reaction Wheel,2171.984496,
restock-reactionwheel-radial-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Control/restock-reactionwheel-radial-1.cfg,500,restock-reactionwheel-radial-1,ReStockPlus,0.03,Reaction Wheel,434.3968992,
restock-relay-radial-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Communication/restock-relay-radial-2.cfg,1000,restock-relay-radial-2,ReStockPlus,0.18,Antenna,4838.362791,
restock-relay-radial-2_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Communication/restock-relay-radial-2_v2.cfg,1000,restock-relay-radial-2_v2,ReStockPlus,0.18,Antenna,4838.362791,
restock-sciencebox-stack-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Science/restock-sciencebox-stack-1.cfg,1000,restock-sciencebox-stack-1,ReStockPlus,0.1,Science Device,2816.489664,
restock-separator-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/1875/restock-separator-1875-1.cfg,475,restock-separator-1875-1,ReStockPlus,0.12,Decoupler,1439.990078,
restock-separator-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Coupling/5/restock-separator-5-1.cfg,650,restock-separator-5-1,ReStockPlus,0.85,Decoupler,10199.92972,
restock-service-bay-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Payload/1875/restock-service-bay-1875-1.cfg,500,restock-service-bay-1875-1,ReStockPlus,0.225,Service Bay,468,
restock-service-module-125-625-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Payload/125/restock-service-module-125-625-1.cfg,300,restock-service-module-125-625-1,ReStockPlus,0.075,Structural,156,
restock-service-module-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Payload/1875/restock-service-module-1875-1.cfg,300,restock-service-module-1875-1,ReStockPlus,0.15,Structural,312,
restock-srb-anvil.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/1875/restock-srb-anvil.cfg,6180,restock-srb-anvil-1,ReStockPlus,10,Booster,33199.89664,
restock-srb-castor.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/1875/restock-srb-castor.cfg,2520,restock-srb-castor-1,ReStockPlus,8,Booster,26559.91731,
restock-srb-mallet-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/0625/restock-srb-mallet-1.cfg,77,restock-srb-mallet-1,ReStockPlus,0.45,Booster,1493.995349,
restock-srb-striker-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Engine/0625/restock-srb-striker-1.cfg,104,restock-srb-striker-1,ReStockPlus,0.45,Booster,1493.995349,
restock-structural-tube-125-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/125/restock-structural-tube-125-1.cfg,300,restock-structural-tube-125-1,ReStockPlus,0.075,Structural,156,
restock-structural-tube-1875-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/1875/restock-structural-tube-1875-1.cfg,300,restock-structural-tube-1875-1,ReStockPlus,0.075,Structural,156,
restock-structural-tube-25-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/25/restock-structural-tube-25-1.cfg,300,restock-structural-tube-25-1,ReStockPlus,0.075,Structural,156,
restock-structural-tube-375-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/375/restock-structural-tube-375-1.cfg,300,restock-structural-tube-375-1,ReStockPlus,0.075,Structural,156,
restock-structural-tube-5-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/5/restock-structural-tube-5-1.cfg,300,restock-structural-tube-5-1,ReStockPlus,0.075,Structural,156,
restock-truss-3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/radial/restock-truss-3.cfg,150,restock-truss-3,ReStockPlus,0.75,Structural,1560,
restock-truss-adapter-2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/radial/restock-truss-adapter-2.cfg,35,restock-truss-adapter-0625-1,ReStockPlus,0.125,Structural,260,
restock-truss-hub-1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Structural/radial/restock-truss-hub-1.cfg,100,restock-truss-hub-1,ReStockPlus,0.2,Structural,416,
restock-wheel-1-T.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Ground/restock-wheel-1-T.cfg,300,restock-wheel-1-T,ReStockPlus,0.06,Wheel,868.7937984,
restock-wheel-4.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/ReStockPlus/Parts/Ground/restock-wheel-4.cfg,500,restock-wheel-4,ReStockPlus,0.04,Wheel,579.1958656,
RobotArmScanner_S1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Science/RobotArmScanner/RobotArmScanner_S1.cfg,400,RobotArmScanner_S1,SquadExpansion,0.06,Science Device,1689.893798,
RobotArmScanner_S2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Science/RobotArmScanner/RobotArmScanner_S2.cfg,600,RobotArmScanner_S2,SquadExpansion,0.14,Science Device,3943.08553,
RobotArmScanner_S3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Science/RobotArmScanner/RobotArmScanner_S3.cfg,800,RobotArmScanner_S3,SquadExpansion,0.3,Science Device,8449.468992,
protectiveRocketNoseMk7.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/zDeprecated/Parts/Aero/protectiveRocketNoseMk7_v1/protectiveRocketNoseMk7.cfg,450,rocketNoseCone,Squad,0.2,Nosecone,-1,
protectiveRocketNoseMk7_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/cones/protectiveRocketNoseMk7_v2.cfg,450,rocketNoseCone_v2,Squad,0.2,Nosecone,1784.5,
protectiveRocketNoseMk7_v3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/cones/protectiveRocketNoseMk7_v3.cfg,450,rocketNoseCone_v3,Squad,0.2,Nosecone,1784.5,
rocketNoseCone_size3.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Aero/cones/rocketNoseCone_size3.cfg,850,rocketNoseConeSize3,Squad,0.4,Nosecone,3569,
rocketNoseCone_size4.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/MakingHistory/Parts/Aero/protectiveRocketNoseMk16/rocketNoseCone_size4.cfg,1700,rocketNoseConeSize4,SquadExpansion,0.8,Nosecone,7138,
Rockomax16.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RockomaxTanks/Rockomax16.cfg,815.6,Rockomax16_BW,Squad,1,Tank,2080,
Rockomax32.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RockomaxTanks/Rockomax32.cfg,1531.2,Rockomax32_BW,Squad,2,Tank,4160,
Rockomax64.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RockomaxTanks/Rockomax64.cfg,2812.4,Rockomax64_BW,Squad,4,Tank,8320,
Rockomax8.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/FuelTank/RockomaxTanks/Rockomax8.cfg,432.8,Rockomax8BW,Squad,0.5,Tank,1040,
rotor_01.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotor_01.cfg,60,rotor_01,SquadExpansion,0.02,Robotics,41.6,
rotor_01s.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotor_01s.cfg,60,rotor_01s,SquadExpansion,0.018,Robotics,37.44,
rotor_02.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotor_02.cfg,150,rotor_02,SquadExpansion,0.1,Robotics,208,
rotor_02s.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotor_02s.cfg,150,rotor_02s,SquadExpansion,0.09,Robotics,187.2,
rotor_03.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotor_03.cfg,600,rotor_03,SquadExpansion,0.6,Robotics,1248,
rotor_03s.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotor_03s.cfg,600,rotor_03s,SquadExpansion,0.55,Robotics,1144,
RotorEngine_02.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/RotorEngine_02.cfg,200,RotorEngine_02,SquadExpansion,0.6,Engine,2735.987597,
RotorEngine_03.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/RotorEngine_03.cfg,550,RotorEngine_03,SquadExpansion,1.2,Engine,5471.975194,
rotoServo_00.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotoServo_00.cfg,60,rotoServo_00,SquadExpansion,0.016,Robotics,33.28,
rotoServo_02.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotoServo_02.cfg,100,rotoServo_02,SquadExpansion,0.06,Robotics,124.8,
rotoServo_03.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotoServo_03.cfg,120,rotoServo_03,SquadExpansion,0.08,Robotics,166.4,
rotoServo_04.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/SquadExpansion/Serenity/Parts/Robotics/rotoServo_04.cfg,500,rotoServo_04,SquadExpansion,0.48,Robotics,998.4,
probeRoverBody.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeRoverBody/probeRoverBody.cfg,800,roverBody,Squad,0.15,Pod,2171.984496,
probeRoverBody_v2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Command/probeRoverBody_v2/probeRoverBody_v2.cfg,800,roverBody_v2,Squad,0.15,Pod,2171.984496,
roverWheelM1.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/roverWheelM1/roverWheelM1.cfg,450,roverWheel1,Squad,0.075,Wheel,1085.992248,
roverWheelS2.cfg,/home/oscar/Downloads/Kspaceconnect/ksp/GameData/Squad/Parts/Wheel/roverWheelS2/roverWheelS2.cfg,300,roverWheel2,Squad,0.05,Wheel,723.994832,
